datetime,open,high,low,close,volume,turnover
2025-12-03T00:00:00Z,91241.7,91700.0,90945.0,91621.5,3667.81,334970216.7967
2025-12-03T01:00:00Z,91621.5,92451.5,91421.1,92199.9,3629.829,334009538.7623
2025-12-03T02:00:00Z,92199.9,93000.0,92106.4,92771.1,5249.658,486129001.0758
2025-12-03T03:00:00Z,92771.1,93040.2,92521.9,92582.8,2330.758,216135908.3583
2025-12-03T04:00:00Z,92582.8,93474.8,92577.6,93301.3,5573.549,518403154.9602
2025-12-03T05:00:00Z,93301.3,93638.2,93060.0,93592.4,4800.55,448198692.1959
2025-12-03T06:00:00Z,93592.4,93931.1,93104.8,93395.3,5075.168,474821622.199
2025-12-03T07:00:00Z,93395.3,93429.1,92826.9,92979.9,3594.156,334398603.8493
2025-12-03T08:00:00Z,92979.9,93147.9,92650.0,92735.8,2066.977,191925587.3219
2025-12-03T09:00:00Z,92735.8,93171.7,92670.8,93128.6,2379.703,221153003.4383
2025-12-03T10:00:00Z,93128.6,93348.7,92811.5,92903.9,2835.731,263926149.5207
2025-12-03T11:00:00Z,92903.9,93015.0,92583.5,92960.6,2041.176,189528009.6116
2025-12-03T12:00:00Z,92960.6,93080.5,92641.9,92888.0,1874.526,173986289.3186
2025-12-03T13:00:00Z,92888.0,93237.5,92831.3,93082.8,2523.97,234840626.3962
2025-12-03T14:00:00Z,93082.8,93685.3,91638.4,92312.9,18945.761,1752983319.9633
2025-12-03T15:00:00Z,92312.9,92942.8,91857.1,92337.8,7112.981,657154673.4778
2025-12-03T16:00:00Z,92337.8,92707.6,91723.1,92200.4,5359.746,493949347.6936
2025-12-03T17:00:00Z,92200.4,93048.1,92142.4,92908.1,4148.694,384197399.545
2025-12-03T18:00:00Z,92908.1,93512.0,92340.8,92587.0,5965.766,555086250.0046
2025-12-03T19:00:00Z,92587.0,93075.5,92493.7,93000.6,1806.124,167561614.2406
2025-12-03T20:00:00Z,93000.6,93360.1,92793.8,92936.0,2328.966,216701478.3319
2025-12-03T21:00:00Z,92936.0,93800.0,92806.3,93654.8,2856.659,266640703.4151
2025-12-03T22:00:00Z,93654.8,94189.4,93242.9,93738.3,4368.287,409256927.9226
2025-12-03T23:00:00Z,93738.3,94072.7,93333.0,93390.1,2547.598,238634695.5954
2025-12-04T00:00:00Z,93390.1,93450.3,92619.8,93011.1,4091.531,380351819.0714
2025-12-04T01:00:00Z,93011.1,93717.3,92940.0,93152.5,2855.704,266595808.856
2025-12-04T02:00:00Z,93152.5,94026.4,93048.7,93892.9,2695.263,252487457.0262
2025-12-04T03:00:00Z,93892.9,94058.1,93359.2,93500.1,2178.902,203972700.9178
2025-12-04T04:00:00Z,93500.1,93550.0,93184.0,93319.9,1145.339,106925883.4193
2025-12-04T05:00:00Z,93319.9,93339.3,92740.9,92931.9,2302.053,214100548.1188
2025-12-04T06:00:00Z,92931.9,93315.9,92800.0,93095.5,1642.518,152876885.6342
2025-12-04T07:00:00Z,93095.5,93387.4,92841.3,93356.1,1354.654,126164362.1174
2025-12-04T08:00:00Z,93356.1,93559.0,93000.0,93219.0,1622.607,151339341.9089
2025-12-04T09:00:00Z,93219.0,93595.9,93186.0,93404.6,1548.198,144609681.297
2025-12-04T10:00:00Z,93404.6,93518.1,93106.6,93221.0,1574.278,146862723.1018
2025-12-04T11:00:00Z,93221.0,93279.6,92690.0,92893.5,2126.726,197579050.1365
2025-12-04T12:00:00Z,92893.5,93159.8,92720.8,92952.0,1627.594,151292335.3287
2025-12-04T13:00:00Z,92952.0,93015.7,92344.1,92472.4,4700.555,435255414.4495
