datetime,open,high,low,close,volume
2023-11-28T12:00:00Z,37261.4,37288.3,37173.2,37211.5,3334.482
2023-11-28T13:00:00Z,37211.5,37458.2,37142.3,37416.1,6534.252
2023-11-28T14:00:00Z,37416.1,37468.6,37354.7,37373.1,4550.89
2023-11-28T15:00:00Z,37373.1,37588.0,37295.7,37522.0,8036.873
2023-11-28T16:00:00Z,37522.0,37975.0,37522.0,37893.3,18193.606
2023-11-28T17:00:00Z,37893.3,38274.6,37792.4,38235.2,20173.932
2023-11-28T18:00:00Z,38235.2,38250.0,37881.6,37990.0,11539.107
2023-11-28T19:00:00Z,37990.0,38430.0,37962.0,38135.1,14596.322
2023-11-28T20:00:00Z,38135.1,38299.0,38075.0,38210.6,5545.774
2023-11-28T21:00:00Z,38210.6,38245.5,37942.0,37950.0,5020.804
2023-11-28T22:00:00Z,37950.0,38060.1,37813.9,37873.8,4222.182
2023-11-28T23:00:00Z,37873.8,37942.0,37635.8,37820.0,7877.21
2023-11-29T00:00:00Z,37820.0,37919.5,37673.3,37915.2,5303.92
2023-11-29T01:00:00Z,37915.2,38115.4,37915.2,37926.9,6562.831
2023-11-29T02:00:00Z,37926.9,37990.5,37834.0,37931.0,2729.715
2023-11-29T03:00:00Z,37931.0,38016.2,37895.4,37951.0,2088.794
2023-11-29T04:00:00Z,37951.0,37964.6,37876.0,37943.4,1096.779
2023-11-29T05:00:00Z,37943.4,38043.7,37895.1,38035.8,1908.531
2023-11-29T06:00:00Z,38035.8,38251.0,37978.0,38179.9,4702.357
2023-11-29T07:00:00Z,38179.9,38184.3,38055.5,38111.2,2826.937
2023-11-29T08:00:00Z,38111.2,38390.3,38093.0,38350.1,7757.695
2023-11-29T09:00:00Z,38350.1,38600.1,38080.5,38287.7,12385.805
2023-11-29T10:00:00Z,38287.7,38304.6,37909.9,37982.4,8307.433
2023-11-29T11:00:00Z,37982.4,38178.3,37914.0,38114.7,4508.138
2023-11-29T12:00:00Z,38114.7,38297.7,38061.5,38163.9,5108.689
2023-11-29T13:00:00Z,38163.9,38265.1,38091.4,38120.8,3611.927
2023-11-29T14:00:00Z,38120.8,38195.0,37758.7,37824.7,10321.15
2023-11-29T15:00:00Z,37824.7,37899.5,37566.0,37837.3,15934.508
2023-11-29T16:00:00Z,37837.3,37889.9,37647.0,37768.6,6974.58
2023-11-29T17:00:00Z,37768.6,37889.9,37668.8,37782.2,3327.823
2023-11-29T18:00:00Z,37782.2,37873.0,37677.5,37873.0,3038.874
2023-11-29T19:00:00Z,37873.0,37945.3,37793.5,37884.2,2869.866
2023-11-29T20:00:00Z,37884.2,37898.2,37626.5,37685.4,3467.067
2023-11-29T21:00:00Z,37685.4,37796.7,37581.8,37750.0,4122.027
2023-11-29T22:00:00Z,37750.0,37850.0,37744.9,37799.2,1272.317
2023-11-29T23:00:00Z,37799.2,37880.5,37731.5,37858.6,2029.254
2023-11-30T00:00:00Z,37858.6,37878.0,37769.4,37780.0,2097.393
2023-11-30T01:00:00Z,37780.0,37823.5,37701.7,37708.8,1652.654
2023-11-30T02:00:00Z,37708.8,37921.4,37697.0,37876.1,2168.516
2023-11-30T03:00:00Z,37876.1,38059.7,37842.0,38053.6,3098.121
2023-11-30T04:00:00Z,38053.6,38145.0,37964.7,37979.1,3619.185
2023-11-30T05:00:00Z,37979.1,38025.0,37862.3,37892.7,2050.19
2023-11-30T06:00:00Z,37892.7,37969.2,37802.0,37878.0,2876.607
2023-11-30T07:00:00Z,37878.0,37917.6,37761.8,37802.3,1935.32
2023-11-30T08:00:00Z,37802.3,37826.7,37584.0,37670.2,6293.908
2023-11-30T09:00:00Z,37670.2,37747.5,37611.1,37718.5,2979.154
2023-11-30T10:00:00Z,37718.5,37769.5,37680.7,37680.7,1656.051
2023-11-30T11:00:00Z,37680.7,37911.8,37650.4,37882.4,3779.866
2023-11-30T12:00:00Z,37882.4,37930.3,37826.1,37875.0,3421.92
2023-11-30T13:00:00Z,37875.0,37978.3,37606.9,37718.1,8974.688
2023-11-30T14:00:00Z,37718.1,37788.4,37429.0,37657.1,14073.653
2023-11-30T15:00:00Z,37657.1,37733.0,37515.5,37625.0,5011.6
2023-11-30T16:00:00Z,37625.0,37744.8,37533.0,37666.0,3214.172
2023-11-30T17:00:00Z,37666.0,37768.4,37633.2,37744.4,1453.111
2023-11-30T18:00:00Z,37744.4,37817.0,37711.6,37743.8,2181.761
2023-11-30T19:00:00Z,37743.8,37807.7,37689.6,37755.9,1249.395
2023-11-30T20:00:00Z,37755.9,37768.6,37689.6,37728.6,1554.0
2023-11-30T21:00:00Z,37728.6,37765.0,37690.5,37739.9,796.237
2023-11-30T22:00:00Z,37739.9,37812.0,37666.6,37694.9,1560.261
2023-11-30T23:00:00Z,37694.9,37732.9,37591.0,37727.4,2217.995
2023-12-01T00:00:00Z,37727.4,37746.9,37612.8,37680.1,1857.79
2023-12-01T01:00:00Z,37680.1,37972.2,37636.3,37945.1,6177.757
2023-12-01T02:00:00Z,37945.1,38093.5,37864.0,37991.4,4355.983
2023-12-01T03:00:00Z,37991.4,38073.3,37949.0,38048.1,2797.211
2023-12-01T04:00:00Z,38048.1,38261.1,38024.7,38194.8,8216.175
2023-12-01T05:00:00Z,38194.8,38218.1,38103.6,38131.4,3001.254
2023-12-01T06:00:00Z,38131.4,38231.4,38080.0,38223.5,2870.733
2023-12-01T07:00:00Z,38223.5,38364.4,38208.8,38256.4,6428.665
2023-12-01T08:00:00Z,38256.4,38397.7,38232.6,38329.8,4294.013
2023-12-01T09:00:00Z,38329.8,38762.9,38329.8,38732.2,19762.808
2023-12-01T10:00:00Z,38732.2,38873.2,38545.5,38554.0,10667.15
2023-12-01T11:00:00Z,38554.0,38677.0,38511.8,38596.7,3897.248
2023-12-01T12:00:00Z,38596.7,38641.0,38313.9,38379.2,8677.304
2023-12-01T13:00:00Z,38379.2,38447.0,38278.5,38375.6,4778.383
2023-12-01T14:00:00Z,38375.6,38409.4,38209.0,38328.3,5954.609
2023-12-01T15:00:00Z,38328.3,38458.1,38290.4,38419.1,3886.752
2023-12-01T16:00:00Z,38419.1,39031.6,38401.0,38808.6,22885.193
2023-12-01T17:00:00Z,38808.6,38906.0,38709.4,38811.0,5311.032
2023-12-01T18:00:00Z,38811.0,38943.0,38715.0,38715.0,4411.151
2023-12-01T19:00:00Z,38715.0,38795.5,38629.0,38765.0,3913.657
2023-12-01T20:00:00Z,38765.0,38880.0,38712.8,38748.1,2918.9
2023-12-01T21:00:00Z,38748.1,38933.0,38744.3,38773.0,3248.801
2023-12-01T22:00:00Z,38773.0,38850.5,38681.6,38703.8,1728.126
2023-12-01T23:00:00Z,38703.8,38743.9,38646.4,38684.8,1582.28
2023-12-02T00:00:00Z,38684.8,38733.9,38640.0,38715.4,1395.965
2023-12-02T01:00:00Z,38715.4,38797.3,38695.2,38754.9,1533.048
2023-12-02T02:00:00Z,38754.9,38780.5,38674.0,38726.4,974.012
2023-12-02T03:00:00Z,38726.4,38788.1,38721.2,38786.9,671.501
2023-12-02T04:00:00Z,38786.9,38830.8,38720.4,38822.6,1391.938
2023-12-02T05:00:00Z,38822.6,38824.7,38762.0,38762.0,1185.903
2023-12-02T06:00:00Z,38762.0,38799.0,38730.2,38787.3,1191.069
2023-12-02T07:00:00Z,38787.3,38849.6,38708.5,38711.2,1584.976
2023-12-02T08:00:00Z,38711.2,38752.6,38650.0,38726.9,1463.066
2023-12-02T09:00:00Z,38726.9,38798.9,38720.0,38786.1,1236.993
2023-12-02T10:00:00Z,38786.1,38806.4,38756.0,38758.9,768.829
2023-12-02T11:00:00Z,38758.9,38764.0,38711.4,38750.1,1258.189
2023-12-02T12:00:00Z,38750.1,38809.7,38740.4,38794.2,1177.815
2023-12-02T13:00:00Z,38794.2,38887.0,38772.5,38830.0,2100.7
2023-12-02T14:00:00Z,38830.0,38866.1,38731.4,38785.3,1898.007
2023-12-02T15:00:00Z,38785.3,38837.0,38724.0,38810.7,2272.28
2023-12-02T16:00:00Z,38810.7,38817.4,38706.9,38748.7,1924.837
2023-12-02T17:00:00Z,38748.7,38796.9,38740.0,38796.9,961.695
2023-12-02T18:00:00Z,38796.9,38976.8,38778.0,38876.0,5635.537
2023-12-02T19:00:00Z,38876.0,39894.0,38875.9,39434.7,37403.396
2023-12-02T20:00:00Z,39434.7,39644.8,39290.9,39591.0,7394.609
2023-12-02T21:00:00Z,39591.0,39779.8,39427.4,39570.9,8294.033
2023-12-02T22:00:00Z,39570.9,39629.1,39290.3,39364.8,5340.692
2023-12-02T23:00:00Z,39364.8,39476.8,39333.0,39455.0,1642.647
2023-12-03T00:00:00Z,39455.0,39529.0,39397.5,39503.8,1945.756
2023-12-03T01:00:00Z,39503.8,39568.6,39480.0,39491.9,1186.655
2023-12-03T02:00:00Z,39491.9,39555.2,39360.1,39369.2,2339.931
2023-12-03T03:00:00Z,39369.2,39395.3,39280.0,39392.0,2607.571
2023-12-03T04:00:00Z,39392.0,39436.0,39350.0,39357.9,1491.679
2023-12-03T05:00:00Z,39357.9,39448.0,39319.5,39424.9,1301.119
2023-12-03T06:00:00Z,39424.9,39459.3,39372.0,39420.2,1142.801
2023-12-03T07:00:00Z,39420.2,39503.8,39402.0,39487.0,1494.203
2023-12-03T08:00:00Z,39487.0,39499.3,39406.9,39407.0,1059.838
2023-12-03T09:00:00Z,39407.0,39480.0,39404.7,39471.2,971.983
2023-12-03T10:00:00Z,39471.2,39552.0,39423.1,39549.1,1614.391
2023-12-03T11:00:00Z,39549.1,39549.3,39460.0,39496.0,1996.583
2023-12-03T12:00:00Z,39496.0,39523.9,39380.8,39415.0,2317.474
2023-12-03T13:00:00Z,39415.0,39812.4,39400.0,39688.1,10861.043
2023-12-03T14:00:00Z,39688.1,39770.5,39552.0,39554.7,5626.57
2023-12-03T15:00:00Z,39554.7,39836.3,39492.1,39786.1,6606.941
2023-12-03T16:00:00Z,39786.1,39872.3,39648.9,39687.6,5306.7
2023-12-03T17:00:00Z,39687.6,39701.2,39476.0,39545.6,4322.505
2023-12-03T18:00:00Z,39545.6,39611.8,39512.0,39560.0,1756.298
2023-12-03T19:00:00Z,39560.0,39596.5,39450.6,39588.7,1819.473
2023-12-03T20:00:00Z,39588.7,39663.5,39574.3,39588.5,1664.458
2023-12-03T21:00:00Z,39588.5,39788.2,39588.0,39734.5,2643.973
2023-12-03T22:00:00Z,39734.5,40439.9,39709.9,40098.9,21680.486
2023-12-03T23:00:00Z,40098.9,40222.0,39800.0,39999.9,9463.429
2023-12-04T00:00:00Z,39999.9,40260.0,39996.6,40232.9,6074.631
2023-12-04T01:00:00Z,40232.9,40972.7,40177.0,40643.8,24812.565
2023-12-04T02:00:00Z,40643.8,40739.2,40510.8,40722.0,7377.155
2023-12-04T03:00:00Z,40722.0,40927.5,40707.5,40747.8,6017.628
2023-12-04T04:00:00Z,40747.8,40990.4,40722.5,40938.1,6995.761
2023-12-04T05:00:00Z,40938.1,41649.0,40889.2,41542.2,24198.412
2023-12-04T06:00:00Z,41542.2,41808.3,41374.6,41428.0,15590.722
